date_time,latitude,longitude,scientific_name,common_name,general_group,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
2019-09-09 04:22:58 UTC,43.47450205,-65.75440932,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2019-10-02 15:49:24 UTC,43.4703051,-65.75284912,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2022-09-03 15:22:51 UTC,43.46315746,-65.75096503,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2023-07-16 20:51:20 UTC,43.46390333,-65.74555833,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2023-07-17 02:06:33 UTC,43.464325,-65.74632167,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2023-07-17 02:16:24 UTC,43.46433333,-65.74630833,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2023-07-17 23:08:32 UTC,43.46403833,-65.745645,Plethodon cinereus,Eastern Red-backed Salamander,Amphibians,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon cinereus
2018-09-03 00:55:19 UTC,43.46316667,-65.75273,Zostera marina,Eelgrass,Plants,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina
2018-09-10 16:09:14 UTC,43.47272167,-65.7573,Zostera marina,Eelgrass,Plants,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina
2019-01-15 22:10:28 UTC,43.46436029,-65.74531271,Cimbex americanus,Elm Sawfly,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,Cimbex,Cimbex americanus
2019-01-15 22:10:52 UTC,43.4643657,-65.74555589,Cimbex americanus,Elm Sawfly,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,Cimbex,Cimbex americanus
2017-07-01 15:06:10 UTC,43.46452427,-65.74547348,Carcinus maenas,European Green Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas
2017-07-01 15:06:31 UTC,43.46461697,-65.74533639,Carcinus maenas,European Green Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas
2017-07-04 01:45:11 UTC,43.46496259,-65.75364858,Carcinus maenas,European Green Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas
2017-07-04 17:14:19 UTC,43.46433633,-65.74468007,Carcinus maenas,European Green Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas
2017-08-01 00:21:57 UTC,43.46464333,-65.74567974,Carcinus maenas,European Green Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas
2018-08-19 15:55:40 UTC,43.47848338,-65.7598147,Carcinus maenas,European Green Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas
2019-01-17 17:47:36 UTC,43.46443001,-65.74528693,Sirex noctilio,European Woodwasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Siricidae,Sirex,Sirex noctilio
2017-08-26 13:52:02 UTC,43.47187717,-65.75118982,Mentha arvensis,Field Mint,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha arvensis
2017-07-03 23:41:58 UTC,43.46430654,-65.7461518,Melampsorella caryophyllacearum,Fir Broom Rust,Fungi,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniastraceae,Melampsorella,Melampsorella caryophyllacearum
2018-09-01 16:06:12 UTC,43.465217,-65.74709336,Usnea dasopoga,Fishbone Beard Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,Usnea dasopoga
2017-07-04 01:14:44 UTC,43.46410213,-65.74519157,Passerella iliaca,Fox Sparrow,Birds,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerella,Passerella iliaca
2020-11-04 02:51:56 UTC,43.46860774,-65.75274333,Passerella iliaca,Fox Sparrow,Birds,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerella,Passerella iliaca
2017-08-01 00:21:59 UTC,43.46417221,-65.74561,Passerella iliaca,Fox Sparrow,Birds,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerella,Passerella iliaca
2018-08-26 13:28:28 UTC,43.47015812,-65.75154457,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-08-26 13:35:44 UTC,43.47017688,-65.75150197,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-08-26 14:16:43 UTC,43.47024985,-65.75148872,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-08-26 14:27:37 UTC,43.47019153,-65.75150759,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-08-27 13:55:28 UTC,43.466667,-65.75,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-08-27 15:45:45 UTC,43.47016274,-65.75154506,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-09-02 23:51:46 UTC,43.46801333,-65.74866333,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-09-03 11:34:21 UTC,43.4700539,-65.75157917,Hypericum fraseri,Fraser's Marsh St. John's-Wort,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum fraseri
2018-01-21 23:51:10 UTC,43.45987833,-65.74426333,Monotropa uniflora,Ghost Pipe,Plants,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Monotropa,Monotropa uniflora
2018-07-02 19:38:44 UTC,43.46445055,-65.74684572,Regulus satrapa,Golden-crowned Kinglet,Birds,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus satrapa
2022-08-11 17:51:52 UTC,43.46482077,-65.74606027,Regulus satrapa,Golden-crowned Kinglet,Birds,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus satrapa
2018-09-03 00:06:39 UTC,43.46421167,-65.74949667,Austroboletus gracilis,Graceful Bolete,Fungi,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Austroboletus,Austroboletus gracilis
2022-10-12 18:52:27 UTC,43.45957421,-65.74643351,Ammodramus savannarum,Grasshopper Sparrow,Birds,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,Ammodramus savannarum
2017-02-03 23:58:04 UTC,43.4645055,-65.74461865,Larus marinus,Great Black-backed Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus marinus
2017-05-09 04:05:33 UTC,43.46281621,-65.75298071,Larus marinus,Great Black-backed Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus marinus
2017-07-04 02:04:32 UTC,43.47256606,-65.75451493,Larus marinus,Great Black-backed Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus marinus
2017-08-01 00:21:55 UTC,43.46463359,-65.74551612,Larus marinus,Great Black-backed Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus marinus
2021-01-19 19:39:05 UTC,43.47036111,-65.75601944,Larus marinus,Great Black-backed Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus marinus
2021-07-06 23:03:27 UTC,43.46669832,-65.7500001,Larus marinus,Great Black-backed Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus marinus
2021-03-13 02:20:52 UTC,43.47357397,-65.75469903,Bubo virginianus,Great Horned Owl,Birds,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo virginianus
2022-05-23 01:27:47 UTC,43.47532481,-65.75535439,Bubo virginianus,Great Horned Owl,Birds,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo virginianus
2019-01-15 22:10:48 UTC,43.46437844,-65.74564572,Argynnis cybele,Great Spangled Fritillary,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,Argynnis cybele
2020-06-29 23:45:12 UTC,43.4666667,-65.75,Argynnis cybele,Great Spangled Fritillary,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,Argynnis cybele
2017-07-04 01:01:27 UTC,43.46416443,-65.74995518,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 12:49:46 UTC,43.46764437,-65.7476719,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 12:50:30 UTC,43.46742261,-65.74750322,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 14:14:09 UTC,43.46744838,-65.74736106,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 14:26:23 UTC,43.46749528,-65.7474505,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 17:21:47 UTC,43.46762167,-65.74764167,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 19:29:50 UTC,43.46752167,-65.74742833,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 20:27:02 UTC,43.466667,-65.75,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-26 23:19:03 UTC,43.46528772,-65.74626935,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-09-02 23:55:37 UTC,43.46742167,-65.74761167,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2021-07-01 14:38:35 UTC,43.46669832,-65.7500001,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2018-08-25 20:03:55 UTC,43.46967316,-65.75392151,Urtica dioica,Great Stinging Nettle,Plants,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica
2017-05-05 13:44:31 UTC,43.48055963,-65.75536251,Tringa melanoleuca,Greater Yellowlegs,Birds,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa melanoleuca
2018-07-02 19:38:42 UTC,43.46456736,-65.74674916,Dumetella carolinensis,Grey Catbird,Birds,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,Dumetella carolinensis
2017-07-04 02:04:29 UTC,43.47002,-65.75437546,Halichoerus grypus,Grey Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus
2017-07-04 02:14:54 UTC,43.45732702,-65.74302435,Halichoerus grypus,Grey Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus
2019-01-17 17:47:35 UTC,43.47948306,-65.76036973,Halichoerus grypus,Grey Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus
2021-07-01 14:50:31 UTC,43.46669832,-65.7500001,Halichoerus grypus,Grey Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus
2019-01-15 22:10:43 UTC,43.48131183,-65.76055228,Halichoerus grypus,Grey Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus
2018-09-05 13:15:32 UTC,43.46403833,-65.74787833,Amanita vaginata,Grisette,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita vaginata
2018-08-18 20:00:41 UTC,43.45698166,-65.74346924,Atriplex prostrata calotheca,Halberdleaf Orach,Plants,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,Atriplex prostrata
2023-05-08 21:27:00 UTC,43.45833197,-65.74353286,Bombus vagans,Half-black Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vagans
2019-01-15 22:10:31 UTC,43.46182946,-65.74307307,Phoca vitulina,Harbour Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina
2019-01-15 22:10:45 UTC,43.45635905,-65.74277012,Phoca vitulina,Harbour Seal,Mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina
2018-07-12 00:48:39 UTC,43.46289108,-65.7454636,Neottia cordata,Heartleaf Twayblade,Plants,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Neottia cordata
2018-09-23 01:44:48 UTC,43.46517563,-65.74776459,Lambdina fiscellaria,Hemlock Looper Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lambdina,Lambdina fiscellaria
2018-08-20 19:09:34 UTC,43.4591713,-65.74323273,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2018-08-21 15:53:52 UTC,43.45818778,-65.74299603,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2018-09-04 13:08:11 UTC,43.46033667,-65.74327167,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2021-06-29 19:41:09 UTC,43.48008561,-65.7547114,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2021-07-09 00:10:07 UTC,43.45945214,-65.74306601,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2023-06-11 14:46:09 UTC,43.47997097,-65.75408503,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2023-06-23 10:42:56 UTC,43.4722,-65.751225,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2023-07-16 01:27:05 UTC,43.45948253,-65.74324251,Geranium robertianum,Herb Robert,Plants,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium robertianum
2022-08-10 22:11:43 UTC,43.46475733,-65.74610698,Catharus guttatus,Hermit Thrush,Birds,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus guttatus
2019-06-10 12:21:12 UTC,43.47040006,-65.7527782,Larus argentatus,Herring Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus argentatus
2017-08-01 00:22:00 UTC,43.46460829,-65.74589968,Larus argentatus,Herring Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus argentatus
2021-07-01 15:03:22 UTC,43.46669832,-65.7500001,Larus argentatus,Herring Gull,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus argentatus
2018-08-20 15:04:55 UTC,43.46408,-65.74558833,Lophocampa caryae,Hickory Tussock Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,Lophocampa caryae
2017-07-01 14:52:53 UTC,43.46357276,-65.74516165,Carex canescens,Hoary Sedge,Plants,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex canescens
2018-09-01 16:06:59 UTC,43.45849071,-65.74378922,Physcia adscendens,Hooded Rosette Lichen,Fungi,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,Physcia adscendens
2018-08-26 18:19:59 UTC,43.46534667,-65.74790333,Dryopteris intermedia,Intermediate Wood Fern,Plants,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris intermedia
2017-07-04 01:45:15 UTC,43.46498011,-65.75359225,Chondrus crispus,Irish Moss,Plants,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
2018-08-05 23:43:59 UTC,43.46691076,-65.75329819,Chondrus crispus,Irish Moss,Plants,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
2018-09-03 01:07:07 UTC,43.45688833,-65.74337,Chondrus crispus,Irish Moss,Plants,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
2018-09-03 01:07:51 UTC,43.4689,-65.75357,Chondrus crispus,Irish Moss,Plants,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
2019-01-15 22:10:32 UTC,43.45939976,-65.74312722,Raphanus raphanistrum,Jointed Charlock,Plants,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus raphanistrum
2021-07-17 22:03:57 UTC,43.48103853,-65.75674318,Raphanus raphanistrum,Jointed Charlock,Plants,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus raphanistrum
2017-07-04 01:45:11 UTC,43.4649003,-65.75332403,Cancer borealis,Jonah Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer borealis
2021-01-19 19:39:05 UTC,43.46294444,-65.75296111,Cancer borealis,Jonah Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer borealis
2021-07-01 14:47:45 UTC,43.46669832,-65.7500001,Cancer borealis,Jonah Crab,Marine Arthropods,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer borealis
2017-07-04 17:16:56 UTC,43.46264177,-65.75239151,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2017-07-04 17:17:30 UTC,43.46248676,-65.75237587,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2018-09-03 00:52:09 UTC,43.45578,-65.74456167,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2018-09-03 00:55:36 UTC,43.46306167,-65.75254667,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2018-09-27 00:21:06 UTC,43.46451667,-65.74540833,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2019-09-16 16:30:52 UTC,43.47351333,-65.75845333,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2019-10-02 16:06:16 UTC,43.46737069,-65.75151828,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2021-07-01 15:10:14 UTC,43.46669832,-65.7500001,Ascophyllum nodosum,Knotted Wrack,Chromista,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
2019-01-15 22:10:45 UTC,43.46431135,-65.74582169,Sphinx kalmiae,Laurel Sphinx,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinx,Sphinx kalmiae
2023-06-28 17:47:04 UTC,43.4666667,-65.75,Sphinx kalmiae,Laurel Sphinx,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinx,Sphinx kalmiae
2017-04-03 12:51:04 UTC,43.46370833,-65.748505,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2017-07-04 02:14:54 UTC,43.46398532,-65.74708521,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2019-07-06 23:29:06 UTC,43.46440744,-65.74722281,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2019-08-24 23:00:57 UTC,43.45739879,-65.74352002,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2020-02-18 14:17:31 UTC,43.4666667,-65.75,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2021-07-02 02:39:25 UTC,43.46382212,-65.74557615,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2023-07-20 12:15:31 UTC,43.46391503,-65.74569489,Hydrobates leucorhous,Leach's Storm-Petrel,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
2018-08-19 20:53:11 UTC,43.45692062,-65.74323273,Stellaria graminea,Lesser Stitchwort,Plants,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria graminea
2019-01-17 18:23:34 UTC,43.46380778,-65.74514691,Stellaria graminea,Lesser Stitchwort,Plants,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria graminea
2018-11-08 15:55:19 UTC,43.47176,-65.756344,Tringa flavipes,Lesser Yellowlegs,Birds,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa flavipes
2017-07-04 17:16:01 UTC,43.46349156,-65.74910562,Lichenomphalia umbellifera,Lichen Agaric,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,Lichenomphalia umbellifera
2017-07-04 01:14:45 UTC,43.46399311,-65.74853897,Vaccinium angustifolium,Lowbush Blueberry,Plants,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium angustifolium
2022-08-11 17:51:51 UTC,43.46499751,-65.74640572,Setophaga magnolia,Magnolia Warbler,Birds,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga magnolia
2019-01-15 22:10:35 UTC,43.48140037,-65.75775846,Thamnophis sirtalis pallidulus,Maritime Garter Snake,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis
2019-01-17 17:47:38 UTC,43.46448414,-65.74625326,Thamnophis sirtalis pallidulus,Maritime Garter Snake,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis
2022-05-15 02:23:17 UTC,43.4666667,-65.75,Thamnophis sirtalis pallidulus,Maritime Garter Snake,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis
2023-07-22 16:14:36 UTC,43.47423632,-65.75348309,Thamnophis sirtalis pallidulus,Maritime Garter Snake,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis
2018-08-21 17:32:54 UTC,43.45857167,-65.74307167,Pseudochorthippus curtipennis,Marsh Meadow Grasshopper,Insects,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Pseudochorthippus,Pseudochorthippus curtipennis
2017-05-10 04:48:27 UTC,43.45927085,-65.74936295,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-18 22:06:29 UTC,43.45698166,-65.74340057,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 12:29:54 UTC,43.46746443,-65.74732481,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 12:37:38 UTC,43.46749214,-65.74741817,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 12:37:52 UTC,43.46726733,-65.74689294,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 14:14:45 UTC,43.4673991,-65.7475729,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 14:26:49 UTC,43.46751426,-65.74748939,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 16:49:28 UTC,43.46762833,-65.74763667,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
2018-08-26 19:28:57 UTC,43.45690424,-65.74349273,Scutellaria galericulata,Marsh Skullcap,Plants,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata
